PID,Product Code,Product Name,HSN Code,Part / Group,Barcode,Purchase Price,Retail Price,Discount,CGST,SGST,CESS,Qty. Available,Main Unit,Wholesale Price,MRP,Category,Sub Category / Brand,Last Sold Price,Good Product Qty,Damage Product Qty,Description,Minimum Stock,Sale Tax Type,Purchase Tax Type,Godown,Rack,Batch,Mfg Date,Exp Date,Size,Colour,Def Qty,IMEI-1,IMEI-2,Exact Purchase Price
212,P-0212,Gobind Indo Western OP Stock,gbb,,1563,615.00,1000.00,20.00,0.00,0.00,0.00,1.000,NOS,790.00,1845.00,Kids wear(Boys),Indo western,1588.00,,,,0.000,Inclusive,Exclusive,,,,,,6,,1,,,615.00
212,P-0212,Gobind Indo Western OP Stock,gbb,,1564,540.00,1180.00,20.00,0.00,0.00,0.00,1.000,NOS,899.00,1620.00,Kids wear(Boys),Indo western,1588.00,,,,0.000,Inclusive,Exclusive,,,,,,6,,1,,,540.00
212,P-0212,Gobind Indo Western OP Stock,gbb,,1565,670.00,1225.00,20.00,0.00,0.00,0.00,1.000,NOS,963.00,2010.00,Kids wear(Boys),Indo western,1588.00,,,,0.000,Inclusive,Exclusive,,,,,,6,,1,,,670.00
212,P-0212,Gobind Indo Western OP Stock,gbb,,1566,620.00,1250.00,20.00,0.00,0.00,0.00,1.000,NOS,900.00,1860.00,Kids wear(Boys),Indo western,1588.00,,,,0.000,Inclusive,Exclusive,,,,,,6,,1,,,620.00
212,P-0212,Gobind Indo Western OP Stock,gbb,,1567,840.00,1425.00,20.00,0.00,0.00,0.00,1.000,NOS,1090.00,2520.00,Kids wear(Boys),Indo western,1588.00,,,,0.000,Inclusive,Exclusive,,,,,,6,,1,,,840.00
212,P-0212,Gobind Indo Western OP Stock,gbb,,1569,800.00,1640.00,20.00,0.00,0.00,0.00,2.000,NOS,1100.00,2400.00,Kids wear(Boys),Indo western,1588.00,,,,0.000,Inclusive,Exclusive,,,,,,6,,1,,,800.00
212,P-0212,Gobind Indo Western OP Stock,gbb,,1570,620.00,1250.00,20.00,0.00,0.00,0.00,1.000,NOS,900.00,1860.00,Kids wear(Boys),Indo western,1588.00,,,,0.000,Inclusive,Exclusive,,,,,,7,,1,,,620.00
212,P-0212,Gobind Indo Western OP Stock,gbb,,1571,820.00,1500.00,20.00,0.00,0.00,0.00,1.000,NOS,990.00,2460.00,Kids wear(Boys),Indo western,1588.00,,,,0.000,Inclusive,Exclusive,,,,,,7,,1,,,820.00
212,P-0212,Gobind Indo Western OP Stock,gbb,,1572,820.00,1690.00,20.00,0.00,0.00,0.00,1.000,NOS,1279.00,2460.00,Kids wear(Boys),Indo western,1588.00,,,,0.000,Inclusive,Exclusive,,,,,,7,,1,,,820.00
212,P-0212,Gobind Indo Western OP Stock,gbb,,1573,710.00,1425.00,20.00,0.00,0.00,0.00,1.000,NOS,1024.00,2130.00,Kids wear(Boys),Indo western,1588.00,,,,0.000,Inclusive,Exclusive,,,,,,7,,1,,,710.00
212,P-0212,Gobind Indo Western OP Stock,gbb,,1574,620.00,1250.00,20.00,0.00,0.00,0.00,1.000,NOS,976.00,1860.00,Kids wear(Boys),Indo western,1588.00,,,,0.000,Inclusive,Exclusive,,,,,,7,,1,,,620.00
212,P-0212,Gobind Indo Western OP Stock,gbb,,1575,615.00,1000.00,20.00,0.00,0.00,0.00,1.000,NOS,699.00,1845.00,Kids wear(Boys),Indo western,1588.00,,,,0.000,Inclusive,Exclusive,,,,,,8,,1,,,615.00
212,P-0212,Gobind Indo Western OP Stock,gbb,,1576,845.00,1825.00,20.00,0.00,0.00,0.00,1.000,NOS,1378.00,2535.00,Kids wear(Boys),Indo western,1588.00,,,,0.000,Inclusive,Exclusive,,,,,,8,,1,,,845.00
212,P-0212,Gobind Indo Western OP Stock,gbb,,1577,650.00,1300.00,20.00,0.00,0.00,0.00,1.000,NOS,950.00,1950.00,Kids wear(Boys),Indo western,1588.00,,,,0.000,Inclusive,Exclusive,,,,,,8,,1,,,650.00
212,P-0212,Gobind Indo Western OP Stock,gbb,,1578,820.00,1600.00,20.00,0.00,0.00,0.00,2.000,NOS,1235.00,2460.00,Kids wear(Boys),Indo western,1588.00,,,,0.000,Inclusive,Exclusive,,,,,,8,,1,,,820.00
212,P-0212,Gobind Indo Western OP Stock,gbb,,1579,820.00,1280.00,20.00,0.00,0.00,0.00,1.000,NOS,1246.00,1600.00,Kids wear(Boys),Indo western,1588.00,,,,0.000,Inclusive,Exclusive,,,,,,8,,1,,,820.00
212,P-0212,Gobind Indo Western OP Stock,gbb,,1581,680.00,1350.00,20.00,0.00,0.00,0.00,1.000,NOS,987.00,1040.00,Kids wear(Boys),Indo western,1588.00,,,,0.000,Inclusive,Exclusive,,,,,,8,,1,,,680.00
212,P-0212,Gobind Indo Western OP Stock,gbb,,1582,790.00,1565.00,20.00,0.00,0.00,0.00,2.000,NOS,1179.00,2370.00,Kids wear(Boys),Indo western,1588.00,,,,0.000,Inclusive,Exclusive,,,,,,8,,1,,,790.00
212,P-0212,Gobind Indo Western OP Stock,gbb,,1583,845.00,1825.00,20.00,0.00,0.00,0.00,1.000,NOS,1379.00,2535.00,Kids wear(Boys),Indo western,1588.00,,,,0.000,Inclusive,Exclusive,,,,,,8,,1,,,845.00
212,P-0212,Gobind Indo Western OP Stock,gbb,,1585,790.00,1565.00,20.00,0.00,0.00,0.00,2.000,NOS,777.00,2370.00,Kids wear(Boys),Indo western,1588.00,,,,0.000,Inclusive,Exclusive,,,,,,9,,1,,,790.00
212,P-0212,Gobind Indo Western OP Stock,gbb,,1586,835.00,1800.00,20.00,0.00,0.00,0.00,1.000,NOS,999.00,2505.00,Kids wear(Boys),Indo western,1588.00,,,,0.000,Inclusive,Exclusive,,,,,,9,,1,,,835.00
212,P-0212,Gobind Indo Western OP Stock,gbb,,1588,680.00,1325.00,20.00,0.00,0.00,0.00,1.000,NOS,999.00,2040.00,Kids wear(Boys),Indo western,1588.00,,,,0.000,Inclusive,Exclusive,,,,,,9,,1,,,680.00
212,P-0212,Gobind Indo Western OP Stock,gbb,,1590,845.00,1760.00,20.00,0.00,0.00,0.00,4.000,NOS,999.00,2535.00,Kids wear(Boys),Indo western,1588.00,,,,0.000,Inclusive,Exclusive,,,,,,9,,1,,,845.00
212,P-0212,Gobind Indo Western OP Stock,gbb,,1589,845.00,1825.00,20.00,0.00,0.00,0.00,1.000,NOS,999.00,2535.00,Kids wear(Boys),Indo western,1588.00,,,,0.000,Inclusive,Exclusive,,,,,,8,,1,,,845.00
212,P-0212,Gobind Indo Western OP Stock,gbb,,1591,870.00,1475.00,20.00,0.00,0.00,0.00,1.000,NOS,999.00,2010.00,Kids wear(Boys),Indo western,1588.00,,,,0.000,Inclusive,Exclusive,,,,,,9,,1,,,870.00
212,P-0212,Gobind Indo Western OP Stock,gbb,,1592,790.00,1565.00,20.00,0.00,0.00,0.00,2.000,NOS,999.00,2370.00,Kids wear(Boys),Indo western,1588.00,,,,0.000,Inclusive,Exclusive,,,,,,10,,1,,,790.00
212,P-0212,Gobind Indo Western OP Stock,gbb,,1593,790.00,1565.00,20.00,0.00,0.00,0.00,1.000,NOS,899.00,2370.00,Kids wear(Boys),Indo western,1588.00,,,,0.000,Inclusive,Exclusive,,,,,,10,,1,,,1175.00
212,P-0212,Gobind Indo Western OP Stock,gbb,,1594,700.00,1475.00,20.00,0.00,0.00,0.00,2.000,NOS,999.00,2110.00,Kids wear(Boys),Indo western,1588.00,,,,0.000,Inclusive,Exclusive,,,,,,10,,1,,,700.00
212,P-0212,Gobind Indo Western OP Stock,gbb,,1595,790.00,1565.00,20.00,0.00,0.00,0.00,1.000,NOS,999.00,2370.00,Kids wear(Boys),Indo western,1588.00,,,,0.000,Inclusive,Exclusive,,,,,,10,,1,,,790.00
212,P-0212,Gobind Indo Western OP Stock,gbb,,1596,650.00,1300.00,20.00,0.00,0.00,0.00,1.000,NOS,999.00,1950.00,Kids wear(Boys),Indo western,1588.00,,,,0.000,Inclusive,Exclusive,,,,,,10,,1,,,650.00
212,P-0212,Gobind Indo Western OP Stock,gbb,,1597,650.00,1300.00,20.00,0.00,0.00,0.00,1.000,NOS,999.00,1950.00,Kids wear(Boys),Indo western,1588.00,,,,0.000,Inclusive,Exclusive,,,,,,8,,1,,,650.00
212,P-0212,Gobind Indo Western OP Stock,gbb,,1599,848.00,1440.00,20.00,0.00,0.00,0.00,1.000,NOS,999.00,2544.00,Kids wear(Boys),Indo western,1588.00,,,,0.000,Inclusive,Exclusive,,,,,,9,,1,,,848.00
2044,P-2044,Gobind Jodhpuri suit 11090,,,4629,1090.00,2200.00,20.00,0.00,0.00,0.00,8.000,NOS,1099.00,3270.00,Kids wear(Boys),Coat Pant,2200.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,1090.00
2045,P-2045,Gobind Jodhpuri suit 11140,,,4630,1140.00,2300.00,20.00,0.00,0.00,0.00,7.000,NOS,1199.00,3420.00,Kids wear(Boys),Coat Pant,2300.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,1140.00
2046,P-2046,Gobind Jodhpuri suit 11290,,,4631,1290.00,2600.00,20.00,0.00,0.00,0.00,8.000,NOS,1299.00,3870.00,Kids wear(Boys),Coat Pant,2600.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,1290.00
3481,P-3481,Gobind Jodhpuri suit 12050,,,6162,2050.00,4125.00,20.00,0.00,0.00,0.00,6.000,NOS,2999.00,6150.00,Mens wear,Suits,4125.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,2050.00
1277,P-1277,Gobind K/P  1210,,,3727,210.00,375.00,20.00,0.00,0.00,0.00,1.000,NOS,286.00,630.00,Kids wear(Boys),Kurta pajama,375.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,210.00
1280,P-1280,Gobind K/P  1230,,,3730,230.00,400.00,20.00,0.00,0.00,0.00,2.000,NOS,279.00,690.00,Kids wear(Boys),Kurta pajama,320.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,230.00
1278,P-1278,Gobind K/P  1280,,,3728,280.00,488.00,20.00,0.00,0.00,0.00,1.000,NOS,299.00,840.00,Kids wear(Boys),Kurta pajama,390.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,280.00
1281,P-1281,Gobind K/P  1300,,,3731,300.00,525.00,20.00,0.00,0.00,0.00,1.000,NOS,399.00,900.00,Kids wear(Boys),Kurta pajama,525.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,300.00
312,P-0312,Gobind K/P OP,,,1955,200.00,325.00,20.00,0.00,0.00,0.00,1.000,NOS,239.00,600.00,Kids wear(Boys),Kurta pajama,500.00,,,,0.000,Inclusive,Exclusive,,,,,,34-38,,1,,,200.00
312,P-0312,Gobind K/P OP,,,1956,400.00,700.00,20.00,0.00,0.00,0.00,1.000,NOS,529.00,1200.00,Kids wear(Boys),Kurta pajama,500.00,,,,0.000,Inclusive,Exclusive,,,,,,22-26,,1,,,400.00
312,P-0312,Gobind K/P OP,,,1957,340.00,600.00,20.00,0.00,0.00,0.00,5.000,NOS,399.00,1020.00,Kids wear(Boys),Kurta pajama,500.00,,,,0.000,Inclusive,Exclusive,,,,,,28-32,,1,,,340.00
312,P-0312,Gobind K/P OP,,,1958,340.00,588.00,20.00,0.00,0.00,0.00,2.000,NOS,399.00,1020.00,Kids wear(Boys),Kurta pajama,500.00,,,,0.000,Inclusive,Exclusive,,,,,,28-32,,1,,,340.00
312,P-0312,Gobind K/P OP,,,1961,310.00,538.00,20.00,0.00,0.00,0.00,3.000,NOS,399.00,930.00,Kids wear(Boys),Kurta pajama,500.00,,,,0.000,Inclusive,Exclusive,,,,,,28-32,,1,,,310.00
312,P-0312,Gobind K/P OP,,,1963,280.00,500.00,20.00,0.00,0.00,0.00,1.000,NOS,349.00,840.00,Kids wear(Boys),Kurta pajama,500.00,,,,0.000,Inclusive,Exclusive,,,,,,30,,1,,,280.00
312,P-0312,Gobind K/P OP,,,1964,200.00,500.00,20.00,0.00,0.00,0.00,1.000,NOS,349.00,600.00,Kids wear(Boys),Kurta pajama,500.00,,,,0.000,Inclusive,Exclusive,,,,,,26,,1,,,200.00
312,P-0312,Gobind K/P OP,,,1965,280.00,475.00,20.00,0.00,0.00,0.00,1.000,NOS,329.00,840.00,Kids wear(Boys),Kurta pajama,500.00,,,,0.000,Inclusive,Exclusive,,,,,,22-26,,1,,,280.00
194,P-0194,Gobind K/P OP stock,gbb,,1437,320.00,550.00,20.00,0.00,0.00,0.00,1.000,NOS,299.00,960.00,Kids wear(Boys),Baba suit,750.00,,,,0.000,Inclusive,Exclusive,Boy's counter,,,,,0,,1,,,320.00
194,P-0194,Gobind K/P OP stock,gbb,,1439,290.00,500.00,20.00,0.00,0.00,0.00,1.000,NOS,299.00,870.00,Kids wear(Boys),Baba suit,750.00,,,,0.000,Inclusive,Exclusive,Boy's counter,,,,,0,,1,,,290.00
194,P-0194,Gobind K/P OP stock,gbb,,1441,350.00,575.00,20.00,0.00,0.00,0.00,1.000,NOS,299.00,1050.00,Kids wear(Boys),Baba suit,750.00,,,,0.000,Inclusive,Exclusive,Boy's counter,,,,,,,1,,,350.00
1276,P-1276,Gobind K/P set,,,3726,360.00,625.00,20.00,0.00,0.00,0.00,1.000,NOS,399.00,1080.00,Kids wear(Boys),K/P with koti,625.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,360.00
197,P-0197,Gobind K/P side button OP stock,gbb,,1470,480.00,975.00,20.00,0.00,0.00,0.00,2.000,NOS,399.00,1440.00,Kids wear(Boys),Kurta pajama,875.00,,,,0.000,Inclusive,Exclusive,,,,,,7,,1,,,480.00
197,P-0197,Gobind K/P side button OP stock,gbb,,1471,480.00,975.00,20.00,0.00,0.00,0.00,3.000,NOS,399.00,1440.00,Kids wear(Boys),Kurta pajama,875.00,,,,0.000,Inclusive,Exclusive,,,,,,5,,1,,,480.00
197,P-0197,Gobind K/P side button OP stock,gbb,,1472,480.00,850.00,20.00,0.00,0.00,0.00,2.000,NOS,399.00,1440.00,Kids wear(Boys),Kurta pajama,875.00,,,,0.000,Inclusive,Exclusive,,,,,,4,,1,,,480.00
197,P-0197,Gobind K/P side button OP stock,gbb,,1473,480.00,975.00,20.00,0.00,0.00,0.00,1.000,NOS,399.00,1440.00,Kids wear(Boys),Kurta pajama,875.00,,,,0.000,Inclusive,Exclusive,,,,,,3,,1,,,480.00
244,P-0244,Gobind K/P with koti,gbb,,1665,525.00,1000.00,20.00,0.00,0.00,0.00,1.000,NOS,599.00,1575.00,Kids wear(Boys),K/P with koti,,,,,0.000,Inclusive,Exclusive,,,,,,2,,1,,,525.00
244,P-0244,Gobind K/P with koti,gbb,,1666,485.00,930.00,20.00,0.00,0.00,0.00,1.000,NOS,549.00,1465.00,Kids wear(Boys),K/P with koti,,,,,0.000,Inclusive,Exclusive,,,,,,5,,1,,,485.00
244,P-0244,Gobind K/P with koti,gbb,,1667,542.00,1040.00,20.00,0.00,0.00,0.00,1.000,NOS,699.00,1746.00,Kids wear(Boys),K/P with koti,,,,,0.000,Inclusive,Exclusive,,,,,,5,,1,,,542.00
244,P-0244,Gobind K/P with koti,gbb,,1668,575.00,1100.00,20.00,0.00,0.00,0.00,1.000,NOS,699.00,1725.00,Kids wear(Boys),K/P with koti,,,,,0.000,Inclusive,Exclusive,,,,,,5,,1,,,575.00
244,P-0244,Gobind K/P with koti,gbb,,1669,612.00,1175.00,20.00,0.00,0.00,0.00,2.000,NOS,749.00,1836.00,Kids wear(Boys),K/P with koti,,,,,0.000,Inclusive,Exclusive,,,,,,7,,1,,,612.00
244,P-0244,Gobind K/P with koti,gbb,,1671,1175.00,2500.00,20.00,0.00,0.00,0.00,1.000,NOS,1500.00,3425.00,Kids wear(Boys),K/P with koti,,,,,0.000,Inclusive,Exclusive,,,,,,10,,1,,,790.00
244,P-0244,Gobind K/P with koti,gbb,,1672,890.00,1559.00,20.00,0.00,0.00,0.00,1.000,NOS,999.00,2670.00,Kids wear(Boys),K/P with koti,,,,,0.000,Inclusive,Exclusive,,,,,,14,,1,,,890.00
305,P-0305,Gobind K/P with koti OP,,,1906,380.00,688.00,20.00,0.00,0.00,0.00,4.000,NOS,399.00,1140.00,Kids wear(Boys),K/P with koti,600.00,,,,0.000,Inclusive,Exclusive,,,,,,22-26,,1,,,380.00
305,P-0305,Gobind K/P with koti OP,,,1908,420.00,875.00,20.00,0.00,0.00,0.00,1.000,NOS,599.00,1260.00,Kids wear(Boys),K/P with koti,600.00,,,,0.000,Inclusive,Exclusive,,,,,,22-26,,1,,,420.00
305,P-0305,Gobind K/P with koti OP,,,1912,470.00,925.00,20.00,0.00,0.00,0.00,2.000,NOS,599.00,1421.00,Kids wear(Boys),K/P with koti,600.00,,,,0.000,Inclusive,Exclusive,,,,,,28-32,,1,,,470.00
305,P-0305,Gobind K/P with koti OP,,,1913,430.00,750.00,20.00,0.00,0.00,0.00,3.000,NOS,499.00,1290.00,Kids wear(Boys),K/P with koti,600.00,,,,0.000,Inclusive,Exclusive,,,,,,28-32,,1,,,430.00
305,P-0305,Gobind K/P with koti OP,,,1914,398.00,675.00,20.00,0.00,0.00,0.00,2.000,NOS,450.00,1194.00,Kids wear(Boys),K/P with koti,600.00,,,,0.000,Inclusive,Exclusive,,,,,,28-32,,1,,,398.00
200,P-0200,Gobind K/P with koti OP stock,gbb,,1483,580.00,1065.00,20.00,0.00,0.00,0.00,1.000,NOS,699.00,1740.00,Kids wear(Boys),K/P with koti,1300.00,,,,0.000,Inclusive,Exclusive,,,,,,8,,1,,,580.00
200,P-0200,Gobind K/P with koti OP stock,gbb,,1484,650.00,1300.00,20.00,0.00,0.00,0.00,2.000,NOS,699.00,1950.00,Kids wear(Boys),K/P with koti,1300.00,,,,0.000,Inclusive,Exclusive,,,,,,8,,1,,,650.00
200,P-0200,Gobind K/P with koti OP stock,gbb,,1485,600.00,1010.00,20.00,0.00,0.00,0.00,1.000,NOS,609.00,1800.00,Kids wear(Boys),K/P with koti,1300.00,,,,0.000,Inclusive,Exclusive,,,,,,9,,1,,,600.00
200,P-0200,Gobind K/P with koti OP stock,gbb,,1486,650.00,1300.00,20.00,0.00,0.00,0.00,1.000,NOS,709.00,1950.00,Kids wear(Boys),K/P with koti,1300.00,,,,0.000,Inclusive,Exclusive,,,,,,9,,1,,,650.00
200,P-0200,Gobind K/P with koti OP stock,gbb,,1489,600.00,1180.00,20.00,0.00,0.00,0.00,1.000,NOS,599.00,1800.00,Kids wear(Boys),K/P with koti,1300.00,,,,0.000,Inclusive,Exclusive,,,,,,32,,1,,,600.00
200,P-0200,Gobind K/P with koti OP stock,gbb,,1491,800.00,1400.00,20.00,0.00,0.00,0.00,1.000,NOS,999.00,2400.00,Kids wear(Boys),K/P with koti,1300.00,,,,0.000,Inclusive,Exclusive,,,,,,42,,1,,,800.00
196,P-0196,GOBIND P/K SET OP STOCK,gbb,,1451,450.00,839.00,20.00,0.00,0.00,0.00,2.000,NOS,399.00,1350.00,Kids wear(Boys),Kurta pajama,625.00,,,,0.000,Inclusive,Exclusive,,,,,,9,,1,,,450.00
196,P-0196,GOBIND P/K SET OP STOCK,gbb,,1452,450.00,836.00,20.00,0.00,0.00,0.00,2.000,NOS,399.00,1350.00,Kids wear(Boys),Kurta pajama,625.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,450.00
196,P-0196,GOBIND P/K SET OP STOCK,gbb,,1453,440.00,625.00,20.00,0.00,0.00,0.00,3.000,NOS,299.00,1320.00,Kids wear(Boys),Kurta pajama,625.00,,,,0.000,Inclusive,Exclusive,,,,,,8,,1,,,440.00
196,P-0196,GOBIND P/K SET OP STOCK,gbb,,1454,440.00,800.00,20.00,0.00,0.00,0.00,2.000,NOS,399.00,1320.00,Kids wear(Boys),Kurta pajama,625.00,,,,0.000,Inclusive,Exclusive,,,,,,7,,1,,,440.00
196,P-0196,GOBIND P/K SET OP STOCK,gbb,,1455,440.00,836.00,20.00,0.00,0.00,0.00,2.000,NOS,399.00,1320.00,Kids wear(Boys),Kurta pajama,625.00,,,,0.000,Inclusive,Exclusive,,,,,,7,,1,,,440.00
196,P-0196,GOBIND P/K SET OP STOCK,gbb,,1456,440.00,625.00,20.00,0.00,0.00,0.00,2.000,NOS,338.00,1320.00,Kids wear(Boys),Kurta pajama,625.00,,,,0.000,Inclusive,Exclusive,,,,,,7,,1,,,440.00
196,P-0196,GOBIND P/K SET OP STOCK,gbb,,1458,440.00,625.00,20.00,0.00,0.00,0.00,5.000,NOS,338.00,1320.00,Kids wear(Boys),Kurta pajama,625.00,,,,0.000,Inclusive,Exclusive,,,,,,5,,1,,,440.00
196,P-0196,GOBIND P/K SET OP STOCK,gbb,,1459,440.00,792.00,20.00,0.00,0.00,0.00,1.000,NOS,388.00,1320.00,Kids wear(Boys),Kurta pajama,625.00,,,,0.000,Inclusive,Exclusive,,,,,,4,,1,,,440.00
196,P-0196,GOBIND P/K SET OP STOCK,gbb,,1460,440.00,800.00,20.00,0.00,0.00,0.00,1.000,NOS,399.00,1320.00,Kids wear(Boys),Kurta pajama,625.00,,,,0.000,Inclusive,Exclusive,,,,,,4,,1,,,440.00
196,P-0196,GOBIND P/K SET OP STOCK,gbb,,1461,440.00,625.00,20.00,0.00,0.00,0.00,1.000,NOS,299.00,1320.00,Kids wear(Boys),Kurta pajama,625.00,,,,0.000,Inclusive,Exclusive,,,,,,4,,1,,,440.00
196,P-0196,GOBIND P/K SET OP STOCK,gbb,,1462,440.00,750.00,20.00,0.00,0.00,0.00,1.000,NOS,399.00,1320.00,Kids wear(Boys),Kurta pajama,625.00,,,,0.000,Inclusive,Exclusive,,,,,,3,,1,,,440.00
196,P-0196,GOBIND P/K SET OP STOCK,gbb,,1463,440.00,625.00,20.00,0.00,0.00,0.00,1.000,NOS,299.00,1320.00,Kids wear(Boys),Kurta pajama,625.00,,,,0.000,Inclusive,Exclusive,,,,,,3,,1,,,440.00
196,P-0196,GOBIND P/K SET OP STOCK,gbb,,1465,440.00,750.00,20.00,0.00,0.00,0.00,1.000,NOS,399.00,1320.00,Kids wear(Boys),Kurta pajama,625.00,,,,0.000,Inclusive,Exclusive,,,,,,2,,1,,,440.00
196,P-0196,GOBIND P/K SET OP STOCK,gbb,,1467,440.00,625.00,20.00,0.00,0.00,0.00,2.000,NOS,399.00,1320.00,Kids wear(Boys),Kurta pajama,625.00,,,,0.000,Inclusive,Exclusive,,,,,,1,,1,,,440.00
196,P-0196,GOBIND P/K SET OP STOCK,gbb,,1468,440.00,836.00,20.00,0.00,0.00,0.00,1.000,NOS,399.00,1320.00,Kids wear(Boys),Kurta pajama,625.00,,,,0.000,Inclusive,Exclusive,,,,,,10,,1,,,440.00
196,P-0196,GOBIND P/K SET OP STOCK,gbb,,1469,440.00,625.00,20.00,0.00,0.00,0.00,3.000,NOS,399.00,1320.00,Kids wear(Boys),Kurta pajama,625.00,,,,0.000,Inclusive,Exclusive,,,,,,6,,1,,,440.00
309,P-0309,Gobind P/S OP,,,1940,340.00,500.00,20.00,0.00,0.00,0.00,1.000,NOS,329.00,1020.00,Kids wear(Boys),P/S set,750.00,,,,0.000,Inclusive,Exclusive,,,,,,22-26,,1,,,340.00
309,P-0309,Gobind P/S OP,,,1941,368.00,625.00,20.00,0.00,0.00,0.00,1.000,NOS,399.00,1104.00,Kids wear(Boys),P/S set,750.00,,,,0.000,Inclusive,Exclusive,,,,,,22-26,,1,,,368.00
309,P-0309,Gobind P/S OP,,,1942,345.00,650.00,20.00,0.00,0.00,0.00,1.000,NOS,399.00,1135.00,Kids wear(Boys),P/S set,750.00,,,,0.000,Inclusive,Exclusive,,,,,,22-26,,1,,,345.00
309,P-0309,Gobind P/S OP,,,1943,375.00,690.00,20.00,0.00,0.00,0.00,1.000,NOS,399.00,1125.00,Kids wear(Boys),P/S set,750.00,,,,0.000,Inclusive,Exclusive,,,,,,22-26,,1,,,375.00
310,P-0310,Gobind P/S OP,,,1946,385.00,675.00,20.00,0.00,0.00,0.00,1.000,NOS,499.00,1155.00,Kids wear(Boys),P/S set,775.00,,,,0.000,Inclusive,Exclusive,,,,,,28-32,,1,,,385.00
310,P-0310,Gobind P/S OP,,,1951,410.00,850.00,20.00,0.00,0.00,0.00,2.000,NOS,599.00,1230.00,Kids wear(Boys),P/S set,775.00,,,,0.000,Inclusive,Exclusive,,,,,,28-32,,1,,,410.00
1246,P-1246,Gobind seq kurta 1365,,,3696,365.00,675.00,20.00,0.00,0.00,0.00,1.000,NOS,400.00,1095.00,Kids wear(Boys),Kurta pajama,675.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,365.00
1378,P-1378,Gobind sequence kurta pajama,,,3833,617.00,1250.00,20.00,0.00,0.00,0.00,3.000,NOS,699.00,1851.00,Kids wear(Boys),Kurta pajama,1250.00,,,,0.000,Inclusive,Exclusive,,,,,,,,1,,,617.00
365,P-0365,Gobind sherwani OP,,,2114,300.00,510.00,20.00,0.00,0.00,0.00,1.000,NOS,399.00,900.00,Kids wear(Boys),sherwani,1570.00,,,,0.000,Exclusive,Exclusive,,,,,,,,1,,,300.00
365,P-0365,Gobind sherwani OP,,,2116,700.00,1280.00,20.00,0.00,0.00,0.00,3.000,NOS,899.00,2100.00,Kids wear(Boys),sherwani,1570.00,,,,0.000,Exclusive,Exclusive,,,,,,,,1,,,700.00
365,P-0365,Gobind sherwani OP,,,2115,400.00,700.00,20.00,0.00,0.00,0.00,2.000,NOS,499.00,1200.00,Kids wear(Boys),sherwani,1570.00,,,,0.000,Exclusive,Exclusive,,,,,,,,1,,,400.00
365,P-0365,Gobind sherwani OP,,,2117,750.00,1350.00,20.00,0.00,0.00,0.00,1.000,NOS,888.00,2250.00,Kids wear(Boys),sherwani,1570.00,,,,0.000,Exclusive,Exclusive,,,,,,,,1,,,750.00
365,P-0365,Gobind sherwani OP,,,2118,750.00,1360.00,20.00,0.00,0.00,0.00,1.000,NOS,888.00,2250.00,Kids wear(Boys),sherwani,1570.00,,,,0.000,Exclusive,Exclusive,,,,,,,,1,,,750.00
365,P-0365,Gobind sherwani OP,,,2119,750.00,1335.00,20.00,0.00,0.00,0.00,1.000,NOS,888.00,2250.00,Kids wear(Boys),sherwani,1570.00,,,,0.000,Exclusive,Exclusive,,,,,,,,1,,,750.00
365,P-0365,Gobind sherwani OP,,,2120,750.00,1570.00,20.00,0.00,0.00,0.00,1.000,NOS,888.00,2250.00,Kids wear(Boys),sherwani,1570.00,,,,0.000,Exclusive,Exclusive,,,,,,,,1,,,750.00
365,P-0365,Gobind sherwani OP,,,2122,750.00,1750.00,20.00,0.00,0.00,0.00,2.000,NOS,888.00,2250.00,Kids wear(Boys),sherwani,1570.00,,,,0.000,Exclusive,Exclusive,,,,,,,,1,,,750.00
443,P-0443,Gobind suit 1260,,,2270,260.00,460.00,20.00,0.00,0.00,0.00,1.000,NOS,299.00,780.00,Kids wear(Boys),Baba suit,460.00,,,,0.000,Exclusive,Exclusive,,,,,,,,1,,,260.00
444,P-0444,Gobind suit 1280,,,2271,280.00,490.00,20.00,0.00,0.00,0.00,3.000,NOS,299.00,840.00,Kids wear(Boys),Baba suit,490.00,,,,0.000,Exclusive,Exclusive,,,,,,,,1,,,280.00
474,P-0474,Gobind suit 1292,,,2299,292.00,420.00,0.00,0.00,0.00,0.00,2.000,NOS,399.00,525.00,Kids wear(Boys),Baba suit,420.00,,,,0.000,Exclusive,Exclusive,,,,,,,,1,,,292.00
484,P-0484,Gobind suit 1320,,,2549,320.00,560.00,20.00,0.00,0.00,0.00,5.000,NOS,399.00,960.00,Kids wear(Boys),Baba suit,560.00,,,,0.000,Exclusive,Exclusive,,,,,,,,1,,,320.00
